
64000, 75, 20, 8, 139.020000, 
64000, 100, 3, 8, 32.520000, 
64000, 100, 7, 8, 58.880000, 
64000, 100, 15, 8, 108.140000, 
64000, 100, 20, 8, 140.790000, 
60000, 10, 3, 15, 12.480000, 
60000, 10, 7, 15, 22.260000, 
60000, 10, 15, 15, 41.800000, 
60000, 10, 20, 15, 54.330000, 
60000, 25, 3, 15, 12.530000, 
60000, 25, 7, 15, 22.260000, 
60000, 25, 15, 15, 42.050000, 
60000, 25, 20, 15, 54.320000, 
60000, 50, 3, 15, 12.880000, 
60000, 50, 7, 15, 22.620000, 
60000, 50, 15, 15, 42.350000, 
60000, 50, 20, 15, 54.640000, 
60000, 75, 3, 15, 13.380000, 
60000, 75, 7, 15, 23.240000, 
60000, 75, 15, 15, 42.770000, 
60000, 75, 20, 15, 55.200000, 
60000, 100, 3, 15, 13.680000, 
60000, 100, 7, 15, 23.560000, 
60000, 100, 15, 15, 43.270000, 
60000, 100, 20, 15, 55.720000, 
90000, 20, 3, 15, 30.620000, 
90000, 20, 7, 15, 55.220000, 
90000, 20, 15, 15, 104.260000, 
90000, 20, 20, 15, 135.570000, 
90000, 25, 3, 15, 30.920000, 
90000, 25, 7, 15, 55.120000, 
90000, 25, 15, 15, 104.260000, 
90000, 25, 20, 15, 135.290000, 
90000, 50, 3, 15, 31.310000, 
90000, 50, 7, 15, 55.940000, 
90000, 50, 15, 15, 104.970000, 
90000, 50, 20, 15, 135.930000, 
90000, 75, 3, 15, 32.260000, 
90000, 75, 7, 15, 56.670000, 
90000, 75, 15, 15, 105.960000, 
90000, 75, 20, 15, 136.760000, 
90000, 100, 3, 15, 32.920000, 
90000, 100, 7, 15, 57.600000, 
90000, 100, 15, 15, 106.960000, 
90000, 100, 20, 15, 137.860000, 
45000, 10, 3, 15, 6.800000, 
45000, 10, 7, 15, 12.090000, 
45000, 10, 15, 15, 22.560000, 
45000, 10, 20, 15, 29.130000, 
45000, 25, 3, 15, 6.820000, 
45000, 25, 7, 15, 12.140000, 
45000, 25, 15, 15, 22.670000, 
45000, 25, 20, 15, 28.710000, 
45000, 50, 3, 15, 7.040000, 
45000, 50, 7, 15, 12.340000, 
45000, 50, 15, 15, 22.870000, 
45000, 50, 20, 15, 29.550000, 
45000, 75, 3, 15, 7.300000, 
45000, 75, 7, 15, 12.570000, 
45000, 75, 15, 15, 23.080000, 
45000, 75, 20, 15, 29.720000, 
45000, 100, 3, 15, 7.630000, 
45000, 100, 7, 15, 12.850000, 
45000, 100, 15, 15, 23.430000, 
45000, 100, 20, 15, 30.090000, 
